file,format,category,bytes,rows,generated_date,source_script,description,caveat
correction_events_typed.meta.json,json,obs-t,2623,,2026-07-18,scripts/attribute_components.py,Metadata sidecar for correction_events_typed.csv.,Sidecar includes attribution-route counts and should be read with the matching CSV.
data_index.csv,csv,catalog,15170,55,2026-07-18,scripts/data_index.py,"Catalog of public CSV/JSON data files with source scripts, generated dates, and caveats.","Generated from tracked public data files; use it as the site index, not as a data source for analysis."
error_recapture.csv,csv,obs-t recapture,1315,42,2026-07-18,scripts/error_recapture.py,"Chapman capture-recapture estimates of error-prone records remaining per dictionary, from two-era overlap.",Order-of-magnitude only: sequential occasions and heterogeneous catchability violate Chapman assumptions in opposite directions; estimates capped at record counts.
external_reach.csv,csv,external reach,8764,49,2026-07-18,scripts/external_reach.py,"Scholar-framed external reach: GitHub stars/forks, 14-day clone/view traffic for core repos, downstream dependents (known consumers + code-search hits), and representative citations, in one tidy long table.","Mixed measured/estimated: traffic is a sliding 14-day sample of core repos (not all 76); dependents from code search are a floor; citations are representative, not exhaustive. Zenodo tier is blocked pending a DOI correction."
issue_lifecycle_backlog.csv,csv,issue lifecycle,142,7,2026-07-18,scripts/issue_lifecycle.py,"Backlog age pyramid: currently-open issues bucketed by age, with silent (zero-comment) counts.","Ages are computed at the snapshot as-of date, not at page-view time."
issue_lifecycle_close.csv,csv,issue lifecycle,545,21,2026-07-18,scripts/issue_lifecycle.py,"Time-to-close percentiles (median/p25/p75/p90) per closing year, issues and PRs separately.",Closed-at is GitHub close time; PRs are few (89 total) so annual PR rows are small samples.
issue_lifecycle_repo.csv,csv,issue lifecycle,1810,68,2026-07-18,scripts/issue_lifecycle.py,"Per-repository responsiveness: open/closed counts, close-latency percentiles, open-age median, silent-open count.",Latency percentiles are blank for repos with fewer than 20 closed issues.
issue_lifecycle_survival.csv,csv,issue lifecycle,1692,78,2026-07-18,scripts/issue_lifecycle.py,Cohort survival: % of each opening-year cohort still open after 30/90/180/365/730/1460 days.,Right-censored: a cohort only reports horizons its issues have had time to reach at the snapshot date.
issue_typology_annual.csv,csv,issue taxonomy,2663,140,2026-07-18,observatory/transform.py,Annual issue counts by taxonomy/type label.,Labels reflect the current taxonomy snapshot; historical issue labels may have been normalized after the fact.
issues.csv,csv,github snapshot,744767,5413,2026-07-18,observatory/fetch.py; observatory/transform.py,Slim issue and pull-request snapshot used by issue and taxonomy dashboards.,"Labels are pipe-separated and may combine type, severity, workflow, and legacy labels."
manifest.json,json,github snapshot,306,,2026-07-18,observatory/transform.py,Snapshot manifest with data row counts and the current observatory snapshot date.,Counts describe the committed transformed files; rerun the refresh pipeline before citing newer live GitHub state.
obs_phase3_rigor.json,json,obs-t analysis,64716,,2026-07-18,scripts/obs_hypotheses_phase3.py,"Phase-3 hypothesis rigor metrics (H4-H8): specialisation, edit-type invariance, and related tests with permutation p-values.",Descriptive rigor statistics over the current release split; permutation p-values shift when the release or feature set changes.
obs_q_annual.csv,csv,correction sustainability,390,8,2026-07-18,scripts/obs_q_correction.py,"Annual correction-sustainability aggregates by commits, correctors, and leading contributor share.","Probe-level OBS-Q artifact; it summarizes process signals, not dictionary-content quality."
obs_q_latency.csv,csv,correction sustainability,16971,244,2026-07-18,scripts/obs_q_correction.py,Correction issue open/close latency inputs.,Latency depends on GitHub issue closure practice and may not equal actual correction deployment time.
obs_q_per_dict.csv,csv,correction sustainability,1715,48,2026-07-18,scripts/obs_q_correction.py,Per-dictionary correction-sustainability aggregates.,Dictionary-level process signal; small dictionaries and burst campaigns can dominate rates.
obs_t_baselines.json,json,obs-t analysis,941,,2026-07-18,scripts/obs_t_baselines.py,"OBS-T baseline model metrics for detection, correction, and location classification.",Baseline metrics are descriptive and depend on the current release split and feature set.
obs_t_campaigns.csv,csv,obs-t analysis,52745,361,2026-07-18,scripts/obs_t_campaigns.py,"Documented OBS-T correction campaigns by date, magnitude, category, and dictionaries.","Campaign detection is rule-based and intended for context, not as a complete editorial history."
obs_t_component.csv,csv,obs-t analysis,4439,224,2026-07-18,scripts/obs_t_typology.py,OBS-T component counts by layer and dictionary.,Component labels are typology abstractions and should be interpreted with the datasheet.
obs_t_confusion.csv,csv,obs-t analysis,143595,5019,2026-07-18,scripts/obs_t_typology.py,"OBS-T edit confusion counts by changed unit, layer, and edit space.",Raw source-space edits are separated from Sanskrit-bearing edit spaces where possible.
obs_t_corrector.csv,csv,obs-t analysis,4302,60,2026-07-18,scripts/obs_t_typology.py,"OBS-T release-safe corrector summary by alias/name, event count, component, and date span.",Identity display follows the release identity policy and should not be used to deanonymize contributors.
obs_t_corrector_component.csv,csv,obs-t analysis,2183,54,2026-07-18,scripts/obs_t_typology.py,OBS-T corrector-by-component event counts for release-safe contributor/component analysis.,Identity display follows the release identity policy and should not be used to deanonymize contributors.
obs_t_crosswalk.csv,csv,obs-t analysis,2287,84,2026-07-18,scripts/obs_t_typology.py,Crosswalk counts from OBS-T components into external classification schemes.,"Crosswalks are approximate mappings for comparison, not replacement labels."
obs_t_dict.csv,csv,obs-t analysis,1492,43,2026-07-18,scripts/obs_t_typology.py,Dictionary-level OBS-T event density and dominant component summary.,"Entry denominators and event density are best used for comparison, not ranking dictionary quality."
obs_t_rigor.json,json,obs-t analysis,5546,,2026-07-18,scripts/obs_t_rigor.py,"OBS-T hypothesis statistics, effect sizes, bootstrap checks, and trend summaries.",Statistical tests are descriptive for the generated corpus and should be cited with limitations.
obs_t_robustness.json,json,obs-t analysis,684,,2026-07-18,scripts/obs_t_robustness.py,OBS-T robustness and sensitivity checks.,Sensitivity outputs are diagnostic and should be read with the main rigor report.
obs_t_silver.json,json,obs-t analysis,2131,,2026-07-18,scripts/obs_t_silver.py,OBS-T silver-validation summary.,Silver validation is automated and does not replace the human-gated gold/error samples.
obs_t_summary.json,json,obs-t analysis,6372,,2026-07-18,scripts/obs_t_typology.py,OBS-T headline counts and distribution summaries used by the site.,Summary is derived from the current generated tables and changes when the release pipeline is rerun.
obs_t_timeline.csv,csv,obs-t analysis,1610,77,2026-07-18,scripts/obs_t_typology.py,Annual OBS-T event counts by layer and component.,Timeline reflects event dates available in source layers and documented campaigns.
obs_t_timeline_monthly.csv,csv,obs-t analysis,9471,504,2026-07-18,scripts/obs_t_typology.py,Monthly OBS-T event counts by component.,Month-level trends are sensitive to large campaigns and should be filtered by component/layer where relevant.
obs_t_translit.json,json,obs-t analysis,3947,,2026-07-18,scripts/obs_t_translit_check.py,OBS-T transliteration validation and sensitivity summary.,Validation compares conventions and includes known sibilant/convention ambiguity caveats.
people_summary.csv,csv,github snapshot,887,18,2026-07-18,observatory/build_people.py,Curated people summary used by contributor dashboards.,ORCID and identity fields depend on maintainer review and contributor consent.
pwg_citation_coverage.json,json,citation coverage,727,,2026-07-18,PWG repo pwg_ls/pwg_ru_coverage (imported summary),Summary of PWG <ls> citation link coverage: scan vs HTML targets over the translated article subset.,"Derived in the PWG repo, not regenerated here; see reports/pwg_citation_coverage.md for the live sources."
repo_health.csv,csv,repository health,5082,76,2026-07-18,scripts/repo_health.py,"Repository health flags for license, branch, activity, description, and cleanup risk.",Repository-health flags are decision support; external repo changes still require maintainer approval.
repo_metadata.csv,csv,repository metadata,15522,76,2026-07-18,scripts/repo_metadata_snapshot.py,"Repository metadata-completeness snapshot for README, citation, templates, workflows, releases, Dependabot, and CodeQL.",Live fields depend on GitHub API access; check fetch_warning and unknown flags after each refresh.
repos.csv,csv,github snapshot,14515,76,2026-07-18,observatory/fetch.py; observatory/transform.py,"Repository inventory with description, language, size, dates, branch, license, and archive state.",Snapshot excludes external facts not exposed by GitHub repository metadata.
stats_census_register.csv,csv,stats-census,10538,59,2026-07-18,hand-curated (H817 WS1.3),"Org-wide statistics census register (H817/ROADMAP_STATISTICS_ORG_CENSUS): one row per Part-0 headline statistic across the 7 data layers (lexicon text, morphology, corpus, translation, roots, repo-meta, product), each with its computed value, done/partial/not_started status, owning repo, and source link.","Values are aggregated from ~15 sibling repos, not computed in this repo; re-verify against the linked source before citing a specific count. as_of_date is per-row, not a single snapshot date."
taxonomy_adoption.csv,csv,issue taxonomy,785,13,2026-07-18,scripts/taxonomy_adoption.py,"Annual taxonomy adoption metrics: typed, one-type, severity, milestone, and conformance rates.",Conformance is measured against the current taxonomy rules and may change as labels are cleaned.
timeseries_annual.csv,csv,activity,10331,382,2026-07-18,observatory/transform.py,"Annual repository activity aggregates for issues, pull requests, commits, and authors.",Aggregates come from the committed GitHub snapshot and inherit its refresh date.
timeseries_monthly.csv,csv,activity,40267,1341,2026-07-18,observatory/transform.py,"Monthly repository activity aggregates for issues, pull requests, commits, and authors.",Monthly buckets support operational trends and should not be over-read for inactive or archived repos.
velocity_timeline.csv,csv,activity,563,13,2026-07-18,scripts/velocity_timeline.py,Organization-level yearly velocity and backlog summary.,Backlog is based on issue open/close state in the snapshot and can change after label/issue cleanup.
workflow_health.csv,csv,workflow reliability,14698,76,2026-07-18,scripts/workflow_health.py,"Repository workflow/release reliability baseline covering workflows, scheduled jobs, artifact refresh, Dependabot, CodeQL, and releases.",Workflow classification is read-only and keyword-based for artifact/deploy/refresh categories; fetch warnings should be reviewed before citing.
